placeName,kakaoPlaceId,primaryType,primaryTypeName,collectionTypes,skinTreatmentConfidence,skinTreatmentSignals,categoryName,categoryGroupCode,categoryGroupName,phone,addressName,roadAddressName,mapX,mapY,placeUrl
연세루다의원,1649811591,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,1644-3257,서울 강남구 신사동 524-17,서울 강남구 압구정로10길 32,127.0219264691,37.5215668993,http://place.map.kakao.com/1649811591
연세리움의원,456403532,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-553-4575,서울 강남구 대치동 984-12,서울 강남구 도곡로 541,127.0665789891,37.5009811432,http://place.map.kakao.com/456403532
연세마이피부과 삼성점,7863955,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|여드름|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-3453-7500,서울 강남구 삼성동 158-12,서울 강남구 테헤란로87길 13,127.0586097882,37.5086339995,http://place.map.kakao.com/7863955
연세모나의원,1653343404,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-6204-5858,서울 강남구 역삼동 816-3,서울 강남구 강남대로 416,127.0271572684,37.4997984455,http://place.map.kakao.com/1653343404
연세모에버의원,1988594002,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,보톡스,"의료,건강 > 병원 > 일반의원",HP8,병원,02-540-7588,서울 강남구 논현동 1-1,서울 강남구 도산대로 104,127.0203378734,37.5160710638,http://place.map.kakao.com/1988594002
연세미타임 피부과의원,16055136,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-508-5881,서울 강남구 역삼동 825-9,서울 강남구 강남대로 378,127.0286872978,37.4966616807,http://place.map.kakao.com/16055136
연세베러의원,428391,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|써마지|여드름|울쎄라|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-538-2122,서울 강남구 역삼동 736-55,서울 강남구 테헤란로26길 10,127.035835665,37.4996366536,http://place.map.kakao.com/428391
연세뷰티의원,17606441,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-777-0000,서울 강남구 신사동 575,서울 강남구 압구정로 152,127.0259616487,37.5254816579,http://place.map.kakao.com/17606441
연세새봄의원,12632933,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,리프팅,"의료,건강 > 병원 > 일반의원",HP8,병원,02-3395-0999,서울 강남구 논현동 93-2,서울 강남구 도산대로 328,127.037975528,37.522391752,http://place.map.kakao.com/12632933
연세선우의원,11099907,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,피부레이저,"의료,건강 > 병원 > 일반의원",HP8,병원,02-563-1469,서울 강남구 삼성동 52-3,서울 강남구 학동로 504,127.0510433129,37.5187323596,http://place.map.kakao.com/11099907
연세아르미안의원,20949057,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,1544-3132,서울 강남구 청담동 46-19,서울 강남구 학동로 433,127.0483126633,37.5187569342,http://place.map.kakao.com/20949057
연세아이즈성형외과의원,1775426234,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-3482-8500,서울 강남구 신사동 579-3,서울 강남구 압구정로 162,127.0274677997,37.5263086174,http://place.map.kakao.com/1775426234
연세에스의원,9250431,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,피부레이저,"의료,건강 > 병원 > 일반의원",HP8,병원,02-2156-8800,서울 강남구 논현동 58-3,서울 강남구 학동로 171,127.0295727825,37.5139472487,http://place.map.kakao.com/9250431
연세유피성형외과의원,11104478,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-517-2911,서울 강남구 신사동 579-6,서울 강남구 논현로175길 18,127.0271067829,37.525937488,http://place.map.kakao.com/11104478
연세이미지라인의원,26488845,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-515-3379,서울 강남구 신사동 662-18,서울 강남구 압구정로54길 16,127.0392742571,37.5268458826,http://place.map.kakao.com/26488845
연세이앤비 성형외과의원,9903460,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-514-2252,서울 강남구 신사동 599,서울 강남구 논현로 842,127.0287203868,37.5239981497,http://place.map.kakao.com/9903460
연세진성형외과의원,9229577,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-541-9551,서울 강남구 논현동 17-5,서울 강남구 강남대로 596,127.0203873426,37.5149646227,http://place.map.kakao.com/9229577
연의원,1786625659,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-545-9009,서울 강남구 논현동 202-16,서울 강남구 봉은사로 119,127.0266820268,37.5054055123,http://place.map.kakao.com/1786625659
영앤영성형외과의원,21878077,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-535-1114,서울 강남구 신사동 584-3,서울 강남구 논현로 837,127.0279780311,37.523327982,http://place.map.kakao.com/21878077
예라인의원 압구정점,998588887,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6951-0071,서울 강남구 신사동 590-23,서울 강남구 논현로 812,127.028461351,37.5210789638,http://place.map.kakao.com/998588887
예롬성형외과의원,10629024,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-545-1984,서울 강남구 신사동 581,서울 강남구 논현로175길 7,127.0279247803,37.5261427259,http://place.map.kakao.com/10629024
예미원피부과의원,8014892,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-555-7277,서울 강남구 대치동 651,서울 강남구 남부순환로 2909,127.0573802105,37.4921786306,http://place.map.kakao.com/8014892
예뻐진의원,282777389,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,1800-2905,서울 강남구 신사동 584-1,서울 강남구 압구정로28길 49,127.0276929429,37.5232911081,http://place.map.kakao.com/282777389
예쁜얼굴의원,1171702127,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|써마지|여드름|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-511-0411,서울 강남구 논현동 49-17,서울 강남구 강남대로 562,127.021239407,37.5121362209,http://place.map.kakao.com/1171702127
예쁨주의쁨의원 신논현점,1538525173,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-593-3344,서울 강남구 역삼동 808,서울 강남구 강남대로 470,127.0250440196,37.5043534967,http://place.map.kakao.com/1538525173
예사랑피부과의원,9317915,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-445-7075,서울 강남구 개포동 12-4,서울 강남구 개포로 615,127.0755092879,37.492618938,http://place.map.kakao.com/9317915
예스미클리닉의원,11825165,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-518-7300,서울 강남구 신사동 612-1,서울 강남구 논현로176길 14,127.029875499,37.5270792906,http://place.map.kakao.com/11825165
예인피부과의원 선릉점,12553420,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|여드름|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,080-557-4476,서울 강남구 삼성동 141-19,서울 강남구 선릉로 510,127.0489711702,37.5051533014,http://place.map.kakao.com/12553420
예젤의원,107456476,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-515-7409,서울 강남구 역삼동 689-4,서울 강남구 언주로 538,127.0412077163,37.5063933449,http://place.map.kakao.com/107456476
예지인피부과의원,10639095,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|써마지|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-501-6885,서울 강남구 역삼동 696-43,서울 강남구 선릉로 517,127.0481617566,37.5057194655,http://place.map.kakao.com/10639095
예진성형외과의원,18554250,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-514-9700,서울 강남구 신사동 626-23,서울 강남구 논현로168길 37,127.0313299207,37.5233307445,http://place.map.kakao.com/18554250
예피다의원,830186880,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,0503-7154-2353,서울 강남구 신사동 502-6,서울 강남구 강남대로 624,127.0195012037,37.5175038005,http://place.map.kakao.com/830186880
옐로우성형외과의원,415797302,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-553-7787,서울 강남구 역삼동 820-9,서울 강남구 강남대로 406,127.0276319301,37.4989477856,http://place.map.kakao.com/415797302
오가나셀 피부과의원,66046295,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|제모|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-542-8885,서울 강남구 청담동 3,서울 강남구 도산대로 420,127.0420744172,37.5231544131,http://place.map.kakao.com/66046295
오네토셀슬림의원,479451307,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,보톡스,"의료,건강 > 병원 > 가정의학과",HP8,병원,02-6403-1871,서울 강남구 신사동 564-4,서울 강남구 논현로155길 9,127.027291905,37.5217090408,http://place.map.kakao.com/479451307
오늘성형외과의원,11373494,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-533-3313,서울 강남구 논현동 17-5,서울 강남구 강남대로 596,127.0203703914,37.5150222899,http://place.map.kakao.com/11373494
오늘안피부과의원,1000506005,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-517-9881,서울 강남구 신사동 648-10,서울 강남구 도산대로49길 17,127.0370102804,37.5240643191,http://place.map.kakao.com/1000506005
오드의원,1226144054,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-569-0222,서울 강남구 역삼동 831-17,서울 강남구 강남대로 340,127.0303280251,37.4935437872,http://place.map.kakao.com/1226144054
오라클피부과의원 대치점,11971971,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-501-4818,서울 강남구 역삼동 756-16,서울 강남구 선릉로 319,127.0516896094,37.4979792361,http://place.map.kakao.com/11971971
오로라의원,11353575,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|여드름|피부레이저|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,1577-2968,서울 강남구 논현동 211-20,서울 강남구 언주로 647,127.034946857,37.5143485297,http://place.map.kakao.com/11353575
오르세윤의원,749142016,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-3444-5113,서울 강남구 청담동 99-23,서울 강남구 압구정로 444,127.0455854078,37.5262228249,http://place.map.kakao.com/749142016
오메가성형외과의원,24345687,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-3444-3333,서울 강남구 신사동 570-4,서울 강남구 논현로167길 13,127.0269976494,37.5244670773,http://place.map.kakao.com/24345687
오브제성형외과의원,1105695116,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-3447-7576,서울 강남구 역삼동 824-17,서울 강남구 테헤란로4길 5,127.0300086317,37.4979263656,http://place.map.kakao.com/1105695116
오블리성형외과의원,54561944,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-556-5700,서울 강남구 역삼동 822-1,서울 강남구 테헤란로 105,127.0285297273,37.4986277149,http://place.map.kakao.com/54561944
오빗의원,1853324259,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-517-8004,서울 강남구 신사동 580-5,서울 강남구 논현로175길 6,127.0277619386,37.5263157567,http://place.map.kakao.com/1853324259
오셀의원,2016318728,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-516-1255,서울 강남구 논현동 106,서울 강남구 언주로 720,127.0358953826,37.5180738952,http://place.map.kakao.com/2016318728
오수진피부과의원,2011622915,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-3446-7795,서울 강남구 논현동 3-2,서울 강남구 도산대로 120,127.0218809412,37.5167375307,http://place.map.kakao.com/2011622915
오스킨성형외과의원,1938183923,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-555-2324,서울 강남구 삼성동 158-12,서울 강남구 테헤란로87길 13,127.0585962046,37.5086195902,http://place.map.kakao.com/1938183923
오썸성형외과의원,1734816327,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-563-8777,서울 강남구 역삼동 822-2,서울 강남구 테헤란로 107,127.0286609398,37.4987087737,http://place.map.kakao.com/1734816327
오앤의원,987059600,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-518-0557,서울 강남구 역삼동 815-4,서울 강남구 강남대로 428,127.0268986944,37.5009148511,http://place.map.kakao.com/987059600
오엘의원,893033235,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-2135-7315,서울 강남구 논현동 158-35,서울 강남구 학동로6길 53,127.0268089279,37.5092158336,http://place.map.kakao.com/893033235
오운의원 삼성,685919110,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|울쎄라|제모|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-2016-5000,서울 강남구 삼성동 159,서울 강남구 테헤란로87길 36,127.0585974661,37.5102332887,http://place.map.kakao.com/685919110
오인성형외과의원,9288854,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-511-7885,서울 강남구 논현동 89-22,서울 강남구 학동로 219,127.033141882,37.5149833567,http://place.map.kakao.com/9288854
오체안피부과의원 강남본점,445752107,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|제모|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-445-8272,서울 강남구 수서동 715,서울 강남구 광평로 281,127.1030671082,37.4881183026,http://place.map.kakao.com/445752107
오퍼스의원,691708256,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6203-3830,서울 강남구 신사동 566-31,서울 강남구 도산대로27길 43,127.027391842,37.5227740028,http://place.map.kakao.com/691708256
오프닝성형외과의원,1415875998,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-540-2022,서울 강남구 논현동 17-5,서울 강남구 강남대로 596,127.0203488986,37.5150168875,http://place.map.kakao.com/1415875998
온리아이성형외과의원,1255176427,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,1800-6883,서울 강남구 신사동 514-16,서울 강남구 도산대로 121,127.0217352002,37.517348438,http://place.map.kakao.com/1255176427
온리원클리닉의원,294138716,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|써마지|여드름|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-554-9020,서울 강남구 대치동 896-16,서울 강남구 선릉로86길 30,127.0522182693,37.5036346176,http://place.map.kakao.com/294138716
온앤위드의원,1137082622,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-549-8860,서울 강남구 신사동 580-5,서울 강남구 논현로175길 6,127.0279203384,37.5263661754,http://place.map.kakao.com/1137082622
온에어성형외과의원,748701487,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-2135-2337,서울 강남구 역삼동 816,서울 강남구 강남대로 422,127.0269833258,37.5003958524,http://place.map.kakao.com/748701487
온우의원,1315509364,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,필러,"의료,건강 > 병원 > 일반의원",HP8,병원,02-538-1004,서울 강남구 역삼동 615-19,서울 강남구 강남대로110길 29,127.0271542233,37.5038809036,http://place.map.kakao.com/1315509364
온유성형외과의원,874532957,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-3448-9979,서울 강남구 신사동 592-2,서울 강남구 논현로 828,127.0285071151,37.5224340609,http://place.map.kakao.com/874532957
올라라의원,1125012391,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|여드름|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-512-0101,서울 강남구 신사동 577-6,서울 강남구 논현로171길 11,127.0274063994,37.5254598877,http://place.map.kakao.com/1125012391
올래성형외과의원,14554959,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,리프팅,"의료,건강 > 병원 > 성형외과",HP8,병원,02-516-0005,서울 강남구 신사동 609-1,서울 강남구 압구정로30길 23,127.0293772613,37.5258973009,http://place.map.kakao.com/14554959
올로성형외과의원,1112021139,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,리프팅,"의료,건강 > 병원 > 성형외과",HP8,병원,02-542-8800,서울 강남구 신사동 581-15,서울 강남구 논현로 867,127.0281895169,37.5261814061,http://place.map.kakao.com/1112021139
올리나의원,2009514857,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-543-9400,서울 강남구 논현동 164-4,서울 강남구 강남대로 514,127.0232130433,37.5081705285,http://place.map.kakao.com/2009514857
올리미의원,911113671,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,보톡스|피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,02-548-2299,서울 강남구 신사동 576-7,서울 강남구 압구정로28길 28,127.0275136182,37.524771497,http://place.map.kakao.com/911113671
올리브성형외과의원,9290989,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-516-3323,서울 강남구 역삼동 825-8,서울 강남구 강남대로 376,127.0287720745,37.4965661534,http://place.map.kakao.com/9290989
올리브피부과의원,17698253,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-3462-5318,서울 강남구 도곡동 527-3,서울 강남구 선릉로 225,127.0529362994,37.4954495587,http://place.map.kakao.com/17698253
올리팅성형외과의원,1265364312,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6204-0077,서울 강남구 역삼동 822-2,서울 강남구 테헤란로 107,127.0287536613,37.498681721,http://place.map.kakao.com/1265364312
올핏의원,1902517520,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|울쎄라|제모|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-540-0739,서울 강남구 논현동 17-5,서울 강남구 강남대로 596,127.0203545552,37.5150204906,http://place.map.kakao.com/1902517520
올하트성형외과,1600940720,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-515-7789,서울 강남구 신사동 577-7,서울 강남구 압구정로28길 22,127.0276031767,37.5252823444,http://place.map.kakao.com/1600940720
와우성형외과의원,99461207,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|여드름|제모|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-541-1990,서울 강남구 역삼동 821,서울 강남구 테헤란로 101,127.0280773883,37.4986575565,http://place.map.kakao.com/99461207
와이영성형외과의원,662874934,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-568-7625,서울 강남구 역삼동 820-9,서울 강남구 강남대로 406,127.0276375709,37.498910843,http://place.map.kakao.com/662874934
우리성형외과,19194469,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-3446-0606,서울 강남구 역삼동 707-2,서울 강남구 테헤란로 312,127.0450476221,37.5029383895,http://place.map.kakao.com/19194469
우리엘의원,27395013,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-548-7230,서울 강남구 청담동 47-2,서울 강남구 삼성로 709,127.0495279906,37.5194240741,http://place.map.kakao.com/27395013
우아성형외과의원,1262165261,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,1600-5319,서울 강남구 논현동 165-8,서울 강남구 강남대로 492,127.0241127023,37.5062043553,http://place.map.kakao.com/1262165261
우아인성형외과의원,782220236,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,0502-5550-5436,서울 강남구 논현동 201-12,서울 강남구 봉은사로 111,127.0257093094,37.5051822787,http://place.map.kakao.com/782220236
우유빛의원,436546739,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|여드름|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-542-9993,서울 강남구 논현동 202-16,서울 강남구 봉은사로 119,127.0266820274,37.5054073143,http://place.map.kakao.com/436546739
움찬의원,26645667,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,0503-7152-4955,서울 강남구 신사동 583-3,서울 강남구 논현로 841,127.0280552259,37.5240487657,http://place.map.kakao.com/26645667
워너비성형외과,12262558,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|울쎄라|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-541-8855,서울 강남구 신사동 501-2,서울 강남구 도산대로 107,127.0202181497,37.516727015,http://place.map.kakao.com/12262558
원셀의원,898044905,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-515-1114,서울 강남구 삼성동 9-21,서울 강남구 선릉로 646,127.0427061921,37.5141774914,http://place.map.kakao.com/898044905
웰가의원,1662461015,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,리프팅,"의료,건강 > 병원 > 성형외과",HP8,병원,02-511-2896,서울 강남구 논현동 235-9,서울 강남구 봉은사로 209,127.0350117271,37.5079333593,http://place.map.kakao.com/1662461015
웰라스피부과의원,648505702,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-556-2556,서울 강남구 대치동 507-2,서울 강남구 삼성로 155,127.0629518526,37.4938813995,http://place.map.kakao.com/648505702
