"placeName","kakaoPlaceId","isIndoor","walkHard","isNa","primaryType","primaryTypeName","collectionTypes","skinTreatmentConfidence","skinTreatmentSignals","categoryName","categoryGroupCode","categoryGroupName","phone","addressName","roadAddressName","mapX","mapY","placeUrl"
"방배동카페골목","7887234",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 테마거리 > 카페거리","AT4","관광명소","","서울 서초구 방배동 767-27","","126.9861091041","37.4944226422","http://place.map.kakao.com/7887234"
"서래마을카페거리","27278541",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 테마거리 > 카페거리","AT4","관광명소","","서울 서초구 반포동 126","","126.9983805933","37.4983013805","http://place.map.kakao.com/27278541"
"서래섬","7937294",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 섬 > 섬(내륙)","AT4","관광명소","02-3780-0541","서울 서초구 반포동 137-41","","126.9899294228","37.5080210112","http://place.map.kakao.com/7937294"
"서울명예도로 무지개길","236287090",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 도보여행","AT4","관광명소","","서울 서초구 서초동 1391","","127.0249388191","37.500890053","http://place.map.kakao.com/236287090"
"서울테마산책길 서초구 양재천","1760308289",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 도보여행","AT4","관광명소","","서울 서초구 우면동 143","","127.0294623428","37.466045206","http://place.map.kakao.com/1760308289"
"서초 우면산숲길","958369226",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 도보여행 > 둘레길","AT4","관광명소","","서울 서초구 서초동 산 54-6","","127.0180221268","37.4818602317","http://place.map.kakao.com/958369226"
"지민숲","1464429085",0,3,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 숲","AT4","관광명소","","서울 서초구 잠원동 147-1","","127.0118326341","37.5219197329","http://place.map.kakao.com/1464429085"
"케미스트릿 강남역","1971360675",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 테마거리","AT4","관광명소","","서울 서초구 서초동 1393","","127.0255923612","37.5005277088","http://place.map.kakao.com/1971360675"
"피천득산책로","116598132",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 도보여행","AT4","관광명소","","서울 서초구 반포동 117-11","","126.9916438503","37.4996192683","http://place.map.kakao.com/116598132"
"허밍웨이길","26563630",0,5,0,"tourist_attraction","관광명소","tourist_attraction","","","여행 > 관광,명소 > 도보여행","AT4","관광명소","","서울 서초구 반포동","","126.9914775765","37.4999084794","http://place.map.kakao.com/26563630"
